name,city,state,region,highest_degree,control,gender,admission_rate,sat_avg,undergrads,tuition,faculty_salary_avg,loan_default_rate,median_debt,lon,lat
Alaska Pacific University,Anchorage,AK,West,Graduate,Private,CoEd,0.4207,1054,275,19610,5804,77,23250,-149.9002778,61.2180556
Marion Military Institute,Marion,AL,South,Associate,Public,CoEd,0.6139,1055,433,8778,5916,135,11500,-87.3191655,32.6323536
Auburn University at Montgomery,Montgomery,AL,South,Graduate,Public,CoEd,0.8017,1009,4304,9080,7255,106,21335,-86.2999689,32.3668052
University of North Alabama,Florence,AL,South,Graduate,Public,CoEd,0.6788,1029,5485,7412,7424,111,21500,-87.677251,34.79981
Auburn University,Auburn,AL,South,Graduate,Public,CoEd,0.8347,1215,20514,10200,9487,45,21831,-85.4807825,32.6098566
University of Alabama at Birmingham,Birmingham,AL,South,Graduate,Public,CoEd,0.8569,1107,11383,7510,9957,62,21941.5,-86.80249,33.5206608
Jacksonville State University,Jacksonville,AL,South,Graduate,Public,CoEd,0.8326,1041,7060,7092,6801,96,23000,-85.7613536,33.8137125
Samford University,Birmingham,AL,South,Graduate,Private,CoEd,0.5954,1165,3033,27324,8367,7,23000,-86.80249,33.5206608
University of Montevallo,Montevallo,AL,South,Graduate,Public,CoEd,0.743,1070,2644,10660,7437,103,23266,-86.8641558,33.1006746
The University of Alabama,Tuscaloosa,AL,South,Graduate,Public,CoEd,0.5105,1185,29851,9826,9667,63,23750,-87.5691735,33.2098407
Southeastern Bible College,Birmingham,AL,South,Bachelor,Private,CoEd,1,930,170,11370,4554,48,24000,-86.80249,33.5206608
University of Alabama in Huntsville,Huntsville,AL,South,Graduate,Public,CoEd,0.8203,1219,5451,9158,9302,61,24097,-86.5861037,34.7303688
University of West Alabama,Livingston,AL,South,Graduate,Public,CoEd,0.7199,990,1916,8018,6146,78,24253,-88.1872475,32.5843025
University of South Alabama,Mobile,AL,South,Graduate,Public,CoEd,0.8335,1048,11267,7188,7195,75,24711,-88.0398912,30.6953657
Troy University,Troy,AL,South,Graduate,Public,CoEd,0.4414,1050,15025,7564,6246,113,25000,-85.969951,31.8087678
Huntingdon College,Montgomery,AL,South,Bachelor,Private,CoEd,0.5839,1026,1149,24550,5772,102,26230,-86.2999689,32.3668052
University of Mobile,Mobile,AL,South,Graduate,Private,CoEd,0.5847,1014,1460,19475,4914,62,27000,-88.0398912,30.6953657
Spring Hill College,Mobile,AL,South,Graduate,Private,CoEd,0.5177,1116,1215,32468,6071,66,27000,-88.0398912,30.6953657
Birmingham Southern College,Birmingham,AL,South,Bachelor,Private,CoEd,0.5339,1181,1180,31708,7451,44,27000,-86.80249,33.5206608
Oakwood University,Huntsville,AL,South,Graduate,Private,CoEd,0.4787,928,1878,16720,5147,124,27250,-86.5861037,34.7303688
Concordia College Alabama,Selma,AL,South,Bachelor,Private,CoEd,0.5328,942,322,10320,5812,196,32000,-87.0211007,32.4073589
Alabama State University,Montgomery,AL,South,Graduate,Public,CoEd,0.5326,851,4811,8720,6609,151,33118.5,-86.2999689,32.3668052
Tuskegee University,Tuskegee,AL,South,Graduate,Private,CoEd,0.4922,978,2588,19570,8399,127,33500,-85.7077266,32.430237
Alabama A & M University,Normal,AL,South,Graduate,Public,CoEd,0.5256,827,4206,9096,6892,161,33888,-86.5722237,34.7838409
Stillman College,Tuscaloosa,AL,South,Bachelor,Private,CoEd,0.5901,811,1056,15865,4597,170,38218,-87.5691735,33.2098407
University of Arkansas Community College-Morrilton,Morrilton,AR,South,Associate,Public,CoEd,0.6181,930,1920,2732,4855,159,8000.5,-92.7440538,35.1509173
Southern Arkansas University Main Campus,Magnolia,AR,South,Graduate,Public,CoEd,0.7142,989,2784,7736,6269,166,17000,-93.239334,33.2670725
Arkansas Tech University,Russellville,AR,South,Graduate,Public,CoEd,0.8626,1010,8845,5862,6083,160,17480,-93.1337856,35.2784173
Williams Baptist College,Walnut Ridge,AR,South,Bachelor,Private,CoEd,0.7049,983,508,14360,4720,89,19000,-90.9559534,36.0684035
Arkansas State University-Main Campus,Jonesboro,AR,South,Graduate,Public,CoEd,0.7239,1088,9139,7720,6927,102,19250,-90.704279,35.8422967
Henderson State University,Arkadelphia,AR,South,Graduate,Public,CoEd,0.6278,989,3226,7860,5624,145,19586,-93.0537839,34.1209292
Central Baptist College,Conway,AR,South,Bachelor,Private,CoEd,0.5697,985,788,13800,4847,109,21500,-92.4421011,35.0886963
University of Central Arkansas,Conway,AR,South,Graduate,Public,CoEd,0.9426,1049,9232,7889,6562,91,21500,-92.4421011,35.0886963
University of Arkansas,Fayetteville,AR,South,Graduate,Public,CoEd,0.6204,1155,21405,8210,9085,63,21500,-94.1718542,36.082156
University of Arkansas at Little Rock,Little Rock,AR,South,Graduate,Public,CoEd,0.5928,1048,7942,7432,7881,86,21736,-92.2895948,34.7464809
Ouachita Baptist University,Arkadelphia,AR,South,Bachelor,Private,CoEd,0.7061,1112,1455,23320,6255,68,23250,-93.0537839,34.1209292
University of the Ozarks,Clarksville,AR,South,Bachelor,Private,CoEd,0.8892,1061,578,24470,6124,163,24200,-93.4665731,35.4714724
Lyon College,Batesville,AR,South,Bachelor,Private,CoEd,0.6142,1109,690,24300,6404,64,25000,-91.6409721,35.769799
Hendrix College,Conway,AR,South,Graduate,Private,CoEd,0.8282,1244,1322,39290,7333,48,25500,-92.4421011,35.0886963
Harding University,Searcy,AR,South,Graduate,Private,CoEd,0.9912,1131,4485,17040,7185,31,26077,-91.7336846,35.2468204
University of Arkansas at Pine Bluff,Pine Bluff,AR,South,Graduate,Public,CoEd,0.3868,886,2391,6178,5485,190,27728.5,-92.0031955,34.2284312
Arizona State University-Polytechnic,Mesa,AZ,West,Graduate,Public,CoEd,0.7673,1138,3726,9683,8198,73,20229,-111.8314724,33.4151843
Arizona State University-West,Glendale,AZ,West,Graduate,Public,CoEd,0.778,1095,3280,9683,8582,73,20229,-112.1859866,33.5386523
Arizona State University-Downtown Phoenix,Phoenix,AZ,West,Graduate,Public,CoEd,0.7886,1083,9113,10157,8671,73,20229,-112.0740373,33.4483771
Arizona State University-Tempe,Tempe,AZ,West,Graduate,Public,CoEd,0.8433,1145,39316,10157,10647,73,20229,-111.9400054,33.4255104
Arizona Christian University,Phoenix,AZ,West,Bachelor,Private,CoEd,0.5673,988,620,22466,5030,59,22500,-112.0740373,33.4483771
Prescott College,Prescott,AZ,West,Graduate,Private,CoEd,0.6873,1073,454,26415,4386,70,24398.5,-112.4685025,34.5400242
Pomona College,Claremont,CA,West,Bachelor,Private,CoEd,0.1219,1454,1635,45832,12421,1,9788,-117.7197785,34.0966764
California Institute of Technology,Pasadena,CA,West,Graduate,Private,CoEd,0.0883,1545,983,43362,18138,25,11812.5,-118.1445155,34.1477849
Stanford University,Stanford,CA,West,Graduate,Private,CoEd,0.0509,1465,7018,45195,20650,8,12782,-122.1660756,37.424106
Claremont McKenna College,Claremont,CA,West,Graduate,Private,CoEd,0.1077,1419,1293,47395,12751,1,13500,-117.7197785,34.0966764
California State University-Los Angeles,Los Angeles,CA,West,Graduate,Public,CoEd,0.6107,871,20643,6348,8683,60,13645,-118.2436849,34.0522342
Scripps College,Claremont,CA,West,Graduate,Private,Women,0.284,1360,962,47378,10754,28,13749.5,-117.7197785,34.0966764
University of California-Berkeley,Berkeley,CA,West,Graduate,Public,CoEd,0.1602,1382,27126,12972,15194,29,14200,-122.272747,37.8715926
University of California-Davis,Davis,CA,West,Graduate,Public,CoEd,0.4037,1226,27547,13896,12587,27,14833,-121.7405167,38.5449065
California State University-Fullerton,Fullerton,CA,West,Graduate,Public,CoEd,0.4447,1021,32610,6315,8561,35,14944,-117.9242123,33.8703645
California State University-Northridge,Northridge,CA,West,Graduate,Public,CoEd,0.5286,914,35409,6549,8457,52,15000,-118.530123,34.2381251
California State University-Long Beach,Long Beach,CA,West,Graduate,Public,CoEd,0.3546,1054,31494,6452,8669,38,15446,-118.1937395,33.7700504
San Jose State University,San Jose,CA,West,Graduate,Public,CoEd,0.5985,1038,26528,7323,9171,31,15628,-121.8863286,37.3382082
California State University-Fresno,Fresno,CA,West,Graduate,Public,CoEd,0.594,910,20128,6299,8111,43,15993.5,-119.7725868,36.7468422
San Diego State University,San Diego,CA,West,Graduate,Public,CoEd,0.3448,1115,27824,6866,9277,36,15998,-117.1610838,32.715738
University of California-Los Angeles,Los Angeles,CA,West,Graduate,Public,CoEd,0.1856,1330,29627,12705,15841,15,16126,-118.2436849,34.0522342
California State University-Chico,Chico,CA,West,Graduate,Public,CoEd,0.7096,996,15844,7002,8243,55,16500,-121.8374777,39.7284944
California State University-Sacramento,Sacramento,CA,West,Graduate,Public,CoEd,0.7265,937,26400,6648,8470,58,16500,-121.4943996,38.5815719
Thomas Aquinas College,Santa Paula,CA,West,Bachelor,Private,CoEd,0.827,1261,378,24500,9237,12,16500,-119.0592705,34.3541659
Simpson University,Redding,CA,West,Graduate,Private,CoEd,0.5736,1024,1065,24300,6256,30,16666,-122.3916754,40.5865396
University of California-Santa Barbara,Santa Barbara,CA,West,Graduate,Public,CoEd,0.3634,1253,20237,13865,13665,40,16800,-119.6981901,34.4208305
University of California-Irvine,Irvine,CA,West,Graduate,Public,CoEd,0.3742,1168,24474,13179,13297,23,17000,-117.8265049,33.6845673
California State University-San Bernardino,San Bernardino,CA,West,Graduate,Public,CoEd,0.8445,884,16439,6550,8521,69,17500,-117.2897652,34.1083449
San Francisco State University,San Francisco,CA,West,Graduate,Public,CoEd,0.6597,990,25170,6468,9248,57,17501,-122.4194155,37.7749295
Sonoma State University,Rohnert Park,CA,West,Graduate,Public,CoEd,0.8002,984,8441,7276,8659,35,17881,-122.7010984,38.3396367
California State University-San Marcos,San Marcos,CA,West,Graduate,Public,CoEd,0.618,948,11506,7169,8362,49,18000,-117.1661449,33.1433723
California State Polytechnic University-Pomona,Pomona,CA,West,Graduate,Public,CoEd,0.5187,1074,22269,6904,9036,32,18500,-117.7499909,34.055103
University of California-San Diego,La Jolla,CA,West,Graduate,Public,CoEd,0.3329,1313,24801,13427,13689,25,19000,-117.2712717,32.8328112
California Polytechnic State University-San Luis Obispo,San Luis Obispo,CA,West,Graduate,Public,CoEd,0.3089,1234,19177,8918,8767,16,19166,-120.6596156,35.2827524
University of California-Merced,Merced,CA,West,Graduate,Public,CoEd,0.6718,1031,5884,13160,9237,52,19500,-120.4829677,37.3021632
University of California-Riverside,Riverside,CA,West,Graduate,Public,CoEd,0.5829,1128,18784,13407,11880,43,19500,-117.3961564,33.9533487
Humboldt State University,Arcata,CA,West,Graduate,Public,CoEd,0.7655,986,7962,7171,8118,92,19553,-124.0828396,40.8665166
University of California-Santa Cruz,Santa Cruz,CA,West,Graduate,Public,CoEd,0.5572,1149,16277,13397,12428,34,19884,-122.0307963,36.9741171
Fresno Pacific University,Fresno,CA,West,Graduate,Private,CoEd,0.6662,1010,2605,26638,6342,62,19972.5,-119.7725868,36.7468422
San Diego Christian College,Santee,CA,West,Graduate,Private,CoEd,0.555,992,940,27090,5924,84,20000,-116.9739167,32.8383828
Santa Clara University,Santa Clara,CA,West,Graduate,Private,CoEd,0.4935,1309,5447,43812,11761,22,20500,-121.9552356,37.3541079
Chapman University,Orange,CA,West,Graduate,Private,CoEd,0.4704,1210,6211,45393,11197,23,21000,-117.8531007,33.7879139
The Master's College and Seminary,Santa Clarita,CA,West,Graduate,Private,CoEd,0.7588,1103,1182,29860,6693,26,21250,-118.542586,34.3916641
Life Pacific College,San Dimas,CA,West,Graduate,Private,CoEd,0.6633,903,479,12860,6317,80,21500,-117.8067257,34.1066756
William Jessup University,Rocklin,CA,West,Graduate,Private,CoEd,0.7581,1009,1131,24990,6715,84,21500,-121.2357828,38.7907339
University of Southern California,Los Angeles,CA,West,Graduate,Private,CoEd,0.1802,1380,18392,48280,13355,12,21500,-118.2436849,34.0522342
Azusa Pacific University,Azusa,CA,West,Graduate,Private,CoEd,0.8183,1037,5918,33096,9360,36,22500,-117.9075627,34.1336186
Loyola Marymount University,Los Angeles,CA,West,Graduate,Private,CoEd,0.5271,1218,6064,41597,10215,25,22500,-118.2436849,34.0522342
Concordia University-Irvine,Irvine,CA,West,Graduate,Private,CoEd,0.8608,1038,1884,30640,6855,24,22589,-117.8265049,33.6845673
Menlo College,Atherton,CA,West,Bachelor,Private,CoEd,0.4506,995,793,37520,12023,80,22746.5,-122.197743,37.4613272
University of San Diego,San Diego,CA,West,Graduate,Private,CoEd,0.4625,1243,5656,42908,12190,15,22750,-117.1610838,32.715738
California Lutheran University,Thousand Oaks,CA,West,Graduate,Private,CoEd,0.6097,1109,2799,37140,10313,27,23000,-118.8375937,34.1705609
Occidental College,Los Angeles,CA,West,Graduate,Private,CoEd,0.4204,1300,2023,47522,10599,28,23231.5,-118.2436849,34.0522342
University of the Pacific,Stockton,CA,West,Graduate,Private,CoEd,0.549,1185,3802,41342,10193,33,23370,-121.2907796,37.9577016
Mills College,Oakland,CA,West,Graduate,Private,Women,0.7614,1152,909,42918,10011,38,23471,-122.2711137,37.8043637
Biola University,La Mirada,CA,West,Graduate,Private,CoEd,0.754,1122,4364,33322,9060,22,24375,-118.0120086,33.9172357
University of La Verne,La Verne,CA,West,Graduate,Private,CoEd,0.4656,1014,5137,36744,9344,38,24894,-117.7678355,34.1008426
Westmont College,Santa Barbara,CA,West,Bachelor,Private,CoEd,0.7936,1175,1297,39990,7654,16,24954,-119.6981901,34.4208305
Vanguard University of Southern California,Costa Mesa,CA,West,Graduate,Private,CoEd,0.58,970,1941,30050,7473,44,25000,-117.9188221,33.6412156
Mount Saint Mary's University,Los Angeles,CA,West,Graduate,Private,Women,0.783,902,2659,34826,8340,43,25000,-118.2436849,34.0522342
Whittier College,Whittier,CA,West,Graduate,Private,CoEd,0.6188,1061,1624,41836,8993,43,25000,-118.032844,33.9791793
Point Loma Nazarene University,San Diego,CA,West,Graduate,Private,CoEd,0.6953,1135,2560,31406,9435,19,25000,-117.1610838,32.715738
University of San Francisco,San Francisco,CA,West,Graduate,Private,CoEd,0.6005,1152,6745,41450,12667,27,25000,-122.4194155,37.7749295
John Paul the Great Catholic University,Escondido,CA,West,Graduate,Private,CoEd,0.875,1086,195,24900,6794,198,25748.5,-117.086421,33.1192068
Saint Mary's College of California,Moraga,CA,West,Graduate,Private,CoEd,0.7595,1109,2949,41380,10123,39,25750,-122.1296871,37.8349263
Hope International University,Fullerton,CA,West,Graduate,Private,CoEd,0.31,896,816,27130,6827,41,26000,-117.9242123,33.8703645
Harvey Mudd College,Claremont,CA,West,Bachelor,Private,CoEd,0.1425,1500,802,48594,12765,1,26000,-117.7197785,34.0966764
Pepperdine University,Malibu,CA,West,Graduate,Private,CoEd,0.3546,1234,3434,46692,11472,19,26500,-118.7797571,34.0259216
Notre Dame de Namur University,Belmont,CA,West,Graduate,Private,CoEd,0.7771,932,1177,31822,8365,34,26865.5,-122.2758008,37.5202145
La Sierra University,Riverside,CA,West,Graduate,Private,CoEd,0.4064,934,2054,29895,7132,56,27000,-117.3961564,33.9533487
Otis College of Art and Design,Los Angeles,CA,West,Graduate,Private,CoEd,0.6648,1010,1090,40490,7184,102,27000,-118.2436849,34.0522342
Dominican University of California,San Rafael,CA,West,Graduate,Private,CoEd,0.8092,1047,1448,41730,8357,27,27000,-122.5310874,37.9735346
California Baptist University,Riverside,CA,West,Graduate,Private,CoEd,0.7967,976,6435,29422,8550,47,27000,-117.3961564,33.9533487
University of Redlands,Redlands,CA,West,Graduate,Private,CoEd,0.7309,1110,3710,43186,9748,30,27000,-117.1825381,34.0555693
Holy Names University,Oakland,CA,West,Graduate,Private,CoEd,0.5706,885,690,34488,9842,39,27000,-122.2711137,37.8043637
Pacific Union College,Angwin,CA,West,Graduate,Private,CoEd,0.4744,1017,1583,28131,5863,49,28500,-122.4499796,38.5757402
Southern California Institute of Architecture,Los Angeles,CA,West,Graduate,Private,CoEd,0.8079,1151,263,40262,10504,46,39500,-118.2436849,34.0522342
Adams State University,Alamosa,CO,West,Graduate,Public,CoEd,0.6529,955,2110,8014,5861,93,16255,-105.8700214,37.4694491
University of Colorado Boulder,Boulder,CO,West,Graduate,Public,CoEd,0.8416,1207,25873,10789,10452,27,19500,-105.2705456,40.0149856
Fort Lewis College,Durango,CO,West,Bachelor,Public,CoEd,0.9082,1020,3609,7252,7697,84,19621.5,-107.8800667,37.27528
Colorado State University-Pueblo,Pueblo,CO,West,Graduate,Public,CoEd,0.9278,971,4227,7834,6532,92,20500,-104.6091409,38.2544472
Colorado State University-Fort Collins,Fort Collins,CO,West,Graduate,Public,CoEd,0.8048,1128,22373,9897,9205,28,21000,-105.084423,40.5852602
University of Colorado Colorado Springs,Colorado Springs,CO,West,Graduate,Public,CoEd,0.924,1089,9310,7462,6840,28,21187.5,-104.8213634,38.8338816
Western State Colorado University,Gunnison,CO,West,Graduate,Public,CoEd,0.9741,990,1936,7874,6316,55,21421,-106.9253207,38.5458246
University of Colorado Denver/Anschutz Medical Campus,Denver,CO,West,Graduate,Public,CoEd,0.7299,1055,10786,8500,9568,31,21500,-104.990251,39.7392358
Colorado Mesa University,Grand Junction,CO,West,Graduate,Public,CoEd,0.8227,970,8413,7116,6471,141,22000,-108.5506486,39.0638705
University of Northern Colorado,Greeley,CO,West,Graduate,Public,CoEd,0.7088,1033,9104,7733,7590,49,22500,-104.7091322,40.4233142
Regis University,Denver,CO,West,Graduate,Private,CoEd,0.9604,1108,4914,33060,6541,24,23000,-104.990251,39.7392358
University of Denver,Denver,CO,West,Graduate,Private,CoEd,0.7649,1231,5629,42090,9916,14,23166,-104.990251,39.7392358
